gene\_name & dN & dS & omega \\
ECIAI39\_1600 & 0.0055 & 0.1594 & 0.03464 \\
ECIAI39\_1601 & 0.01815 & 0.10095 & 0.19008 \\
ECIAI39\_1602 & 0 & 0.0776 & 0 \\
ECIAI39\_1604 & 0.00495 & 0.15795 & 0.028535 \\
ECIAI39\_1605 & 0.0096 & 0.1086 & 0.08878 \\
ECIAI39\_1608 & 0.003 & 0.113 & 0.02691 \\
ECIAI39\_1613 & 0.0113 & 0.13435 & 0.0854 \\
ECIAI39\_1617 & 0.0105 & 0.2115 & 0.050165 \\
ECIAI39\_1619 & 0.0162 & 0.1943 & 0.08319 \\
ECIAI39\_1621 & 0.01515 & 0.07465 & 0.441215 \\
ECIAI39\_1622 & 0.0152 & 0.1314 & 0.11595 \\
ECIAI39\_1625 & 0.0038 & 0.1501 & 0.0251 \\
ECIAI39\_1627 & 0.0062 & 0.175033333333333 & 0.0404666666666667 \\
ECIAI39\_1628 & 0.0028 & 0.1935 & 0.01469 \\
ECIAI39\_1629 & 0.0062 & 0.1489 & 0.04193 \\
ECIAI39\_1630 & 0.0239 & 0.2611 & 0.09137 \\
ECIAI39\_1632 & 0.0086 & 0.1274 & 0.06788 \\
ECIAI39\_1633 & 0.0069 & 0.1817 & 0.03817 \\
ECIAI39\_1635 & 0 & 0.0617 & 0 \\
ECIAI39\_1636 & 0.00245 & 0.11635 & 0.020885 \\
ECIAI39\_1638 & 0.034275 & 0.1397 & 0.2170175 \\
ECIAI39\_1639 & 0.0101 & 0.10905 & 0.10417 \\
ECIAI39\_1642 & 0.0142 & 0.1298 & 0.10966 \\
ECIAI39\_1643 & 0.0049 & 0.1551 & 0.03172 \\
ECIAI39\_1644 & 0.0023 & 0.0894 & 0.02567 \\
ECIAI39\_1645 & 0.01455 & 0.2778 & 0.05032 \\
ECIAI39\_1647 & 0.0064 & 0.11455 & 0.05212 \\
ECIAI39\_1648 & 0.0135 & 0.1191 & 0.11318 \\
ECIAI39\_1649 & 0.019 & 0.1895 & 0.10006 \\
ECIAI39\_1651 & 0.0065 & 0.15485 & 0.04291 \\
ECIAI39\_1652 & 0.0362 & 0.1872 & 0.19327 \\
ECIAI39\_1653 & 0.00505 & 0.1638 & 0.030495 \\
ECIAI39\_1654 & 0.0023 & 0.1175 & 0.01995 \\
ECIAI39\_1662 & 0.0044 & 0.06345 & 0.24207 \\
ECIAI39\_1663 & 0.0093 & 0.11155 & 0.077595 \\
ECIAI39\_1665 & 0.0078 & 0.1311 & 0.05911 \\
ECIAI39\_1666 & 0.0014 & 0.2048 & 0.0068 \\
ECIAI39\_1667 & 0.0015 & 0.1659 & 0.00908 \\
ECIAI39\_1668 & 0.0088 & 0.1345 & 0.06511 \\
ECIAI39\_1669 & 0.0046 & 0.183 & 0.02502 \\
ECIAI39\_1670 & 0.0023 & 0.126 & 0.01818 \\
ECIAI39\_1671 & 0.0053 & 0.1384 & 0.03816 \\
ECIAI39\_1672 & 0.0257 & 0.1482 & 0.17341 \\
ECIAI39\_1673 & 0.0355 & 0.2292 & 0.15512 \\
ECIAI39\_1674 & 0.0251 & 0.1464 & 0.17123 \\
ECIAI39\_1675 & 0.01555 & 0.15335 & 0.109385 \\
ECIAI39\_1676 & 0.0341 & 0.0988 & 0.34526 \\
ECIAI39\_1677 & 0.0349 & 0.1206 & 0.28933 \\
ECIAI39\_1679 & 0.0093 & 0.2037 & 0.0457 \\
ECIAI39\_1680 & 0.0067 & 0.1375 & 0.04844 \\
ECIAI39\_1682 & 0.001 & 0.0724 & 0.01398 \\
ECIAI39\_1685 & 0.009 & 0.16305 & 0.05633 \\
ECIAI39\_1688 & 0.0196 & 0.1841 & 0.10061 \\
ECIAI39\_1689 & 0.0058 & 0.1336 & 0.04333 \\
ECIAI39\_1690 & 0.0125 & 0.1585 & 0.07874 \\
ECIAI39\_1691 & 0.0114 & 0.14565 & 0.078195 \\
ECIAI39\_1695 & 0.004 & 0.1541 & 0.02612 \\
ECIAI39\_1697 & 0.02455 & 0.1582 & 0.172525 \\
ECIAI39\_1698 & 0.0121333333333333 & 0.151866666666667 & 0.08679 \\
ECIAI39\_1700 & 0.0101 & 0.1851 & 0.05465 \\
ECIAI39\_1703 & 0.0078 & 0.1983 & 0.03951 \\
ECIAI39\_1704 & 0.0346 & 0.113 & 0.30652 \\
ECIAI39\_1705 & 0.015 & 0.1362 & 0.11007 \\
ECIAI39\_1706 & 0.0198 & 0.234333333333333 & 0.0839933333333333 \\
ECIAI39\_1709 & 0.013 & 0.14468 & 0.124254 \\
ECIAI39\_1710 & 0.0287 & 0.1521 & 0.18879 \\
ECIAI39\_1711 & 0.009 & 0.129 & 0.0710866666666667 \\
ECIAI39\_1712 & 0.019 & 0.1087 & 0.17439 \\
ECIAI39\_1713 & 0 & 0 & 0 \\
ECIAI39\_1714 & 0.0057 & 0.2042 & 0.0278 \\
ECIAI39\_1715 & 0.0015 & 0.137 & 0.01067 \\
ECIAI39\_1716 & 0 & 0.0173 & 0 \\
ECIAI39\_1717 & 0 & 0 & 0 \\
ECIAI39\_1718 & 0.0022 & 0.1109 & 0.01991 \\
ECIAI39\_1722 & 0.0146 & 0.1674 & 0.08744 \\
ECIAI39\_1723 & 0.0066 & 0.1277 & 0.05143 \\
ECIAI39\_1725 & 0.0072 & 0.1464 & 0.04892 \\
ECIAI39\_1726 & 0.0025 & 0.117 & 0.02178 \\
ECIAI39\_1728 & 0.0096 & 0.1674 & 0.05745 \\
ECIAI39\_1729 & 0.0064 & 0.0937 & 0.06877 \\
ECIAI39\_1730 & 0.03296 & 0.33466 & 0.313678 \\
ECIAI39\_1731 & 0.00565 & 0.15335 & 0.039465 \\
ECIAI39\_1732 & 0.006 & 0.1386 & 0.04448 \\
ECIAI39\_1733 & 0 & 0 & 0 \\
ECIAI39\_1734 & 0.0119 & 0.1976 & 0.06002 \\
ECIAI39\_1735 & 0.0185 & 0.2732 & 0.06772 \\
ECIAI39\_1736 & 0.0141 & 0.16752 & 0.107228 \\
ECIAI39\_1738 & 0.0481 & 0.27745 & 0.17907 \\
ECIAI39\_1739 & 0.0256 & 0.3489 & 0.07333 \\
ECIAI39\_1741 & 0.0221 & 0.4056 & 0.05454 \\
ECIAI39\_1742 & 0.0085 & 0.2232 & 0.03812 \\
ECIAI39\_1743 & 0.022825 & 0.283225 & 0.08312 \\
ECIAI39\_1747 & 0.0199 & 0.20445 & 0.119665 \\
ECIAI39\_1748 & 0.0214 & 0.2256 & 0.09484 \\
ECIAI39\_1749 & 0.0298 & 0.22885 & 0.135765 \\
ECIAI39\_1750 & 0.0351 & 0.2572 & 0.13658 \\
ECIAI39\_1751 & 0.0436 & 0.349533333333333 & 0.158573333333333 \\
ECIAI39\_1752 & 0.0172 & 0.2283 & 0.07546 \\
ECIAI39\_1755 & 0.0043 & 0.2262 & 0.01914 \\
ECIAI39\_1756 & 0.0014 & 0.2736 & 0.00507 \\
ECIAI39\_1757 & 0.0085 & 0.28375 & 0.028195 \\
ECIAI39\_1758 & 0.0051 & 0.2612 & 0.01954 \\
ECIAI39\_1759 & 0.0122 & 0.191533333333333 & 0.07561 \\
ECIAI39\_1760 & 0.01465 & 0.20545 & 0.061475 \\
ECIAI39\_1761 & 0.01495 & 0.09755 & 0.159845 \\
ECIAI39\_1762 & 0.0117 & 0.1545 & 0.07561 \\
ECIAI39\_1763 & 0.0163 & 0.16805 & 0.09833 \\
ECIAI39\_1764 & 0.0053 & 0.1514 & 0.03504 \\
ECIAI39\_1766 & 0.00923333333333333 & 0.1009 & 0.105076666666667 \\
ECIAI39\_1767 & 0.0249 & 0.1865 & 0.172735 \\
ECIAI39\_1768 & 0.0037 & 0.0605 & 0.06185 \\
ECIAI39\_1780 & 0.0045 & 0.115 & 0.03921 \\
ECIAI39\_1782 & 0.00575 & 0.21755 & 0.063285 \\
ECIAI39\_1783 & 0.0143 & 0.1337 & 0.09789 \\
ECIAI39\_1785 & 0.0115 & 0.1689 & 0.06789 \\
ECIAI39\_1786 & 0.0159 & 0.1286 & 0.185085 \\
ECIAI39\_1787 & 0 & 0.139 & 0 \\
ECIAI39\_1788 & 0.0041 & 0.07825 & 0.03643 \\
ECIAI39\_1789 & 0.0156 & 0.093 & 0.187925 \\
ECIAI39\_1794 & 0.004 & 0.1405 & 0.02848 \\
ECIAI39\_1796 & 0.0025 & 0.34 & 0.0074 \\
ECIAI39\_1797 & 0.0127 & 0.2266 & 0.05627 \\
ECIAI39\_1800 & 0.0022 & 0.3131 & 0.00715 \\
ECIAI39\_1802 & 0.0042 & 0.1606 & 0.02622 \\
ECIAI39\_1803 & 0.023 & 0.181 & 0.12708 \\
ECIAI39\_1804 & 0 & 0.1153 & 0 \\
ECIAI39\_1805 & 0.04 & 0.1303 & 0.30715 \\
ECIAI39\_1806 & 0.0584 & 0.1752 & 0.33339 \\
ECIAI39\_1807 & 0.0209 & 0.1837 & 0.11398 \\
ECIAI39\_1809 & 0.0079 & 0.1977 & 0.04014 \\
ECIAI39\_1812 & 0.0032 & 0.1907 & 0.01678 \\
ECIAI39\_1813 & 0.0182 & 0.0835 & 0.21774 \\
ECIAI39\_1814 & 0.0087 & 0.1177 & 0.07382 \\
ECIAI39\_1818 & 0 & 0.0628 & 0 \\
ECIAI39\_1820 & 0 & 0.1113 & 0 \\
ECIAI39\_1823 & 0.01805 & 0.1136 & 0.15475 \\
ECIAI39\_1825 & 0.0096 & 0.1576 & 0.06103 \\
ECIAI39\_1827 & 0.0088 & 0.1078 & 0.08142 \\
ECIAI39\_1829 & 0.012 & 0.1487 & 0.0807 \\
ECIAI39\_1830 & 0.0017 & 0.1034 & 0.016 \\
ECIAI39\_1831 & 0.0047 & 0.2034 & 0.02295 \\
ECIAI39\_1832 & 0.0111 & 0.0416 & 0.26696 \\
ECIAI39\_1834 & 0.0238 & 0.0962 & 0.24769 \\
ECIAI39\_1835 & 0.0069 & 0.1918 & 0.03613 \\
ECIAI39\_1836 & 0.0051 & 0.2236 & 0.02292 \\
ECIAI39\_1837 & 0.005 & 0.2826 & 0.01764 \\
ECIAI39\_1839 & 0.02205 & 0.37885 & 0.07689 \\
ECIAI39\_1840 & 0.0138 & 0.1713 & 0.0808 \\
ECIAI39\_1841 & 0.01915 & 0.11885 & 0.192605 \\
ECIAI39\_1842 & 0 & 0.0627 & 0 \\
ECIAI39\_1843 & 0.0089 & 0.0906 & 0.09796 \\
ECIAI39\_1845 & 0.0109 & 0.1805 & 0.06036 \\
ECIAI39\_1846 & 0.0241 & 0.1484 & 0.16269 \\
ECIAI39\_1847 & 0 & 0.0484 & 0 \\
ECIAI39\_1849 & 0.03605 & 0.2575 & 0.13646 \\
ECIAI39\_1850 & 0 & 0.0521 & 0 \\
ECIAI39\_1853 & 0.0018 & 0.1128 & 0.016485 \\
ECIAI39\_1855 & 0.00346666666666667 & 0.132533333333333 & 0.02697 \\
ECIAI39\_1856 & 0 & 0.1062 & 0 \\
ECIAI39\_1857 & 0.017 & 0.1027 & 0.16517 \\
ECIAI39\_1859 & 0.0041 & 0.1731 & 0.02351 \\
ECIAI39\_1860 & 0.0031 & 0.217233333333333 & 0.0117333333333333 \\
ECIAI39\_1862 & 0.0182 & 0.281 & 0.06479 \\
ECIAI39\_1863 & 0 & 0.4343 & 0 \\
ECIAI39\_1865 & 0.0019 & 0.1791 & 0.01061 \\
ECIAI39\_1866 & 0.0105 & 0.1369 & 0.07703 \\
ECIAI39\_1868 & 0.0057 & 0.182 & 0.03128 \\
ECIAI39\_1870 & 0.0116 & 0.26745 & 0.066705 \\
ECIAI39\_1871 & 0.0065 & 0.1293 & 0.04891 \\
ECIAI39\_1873 & 0.01275 & 0.4043 & 0.03291 \\
ECIAI39\_1874 & 0.0169 & 0.3437 & 0.04912 \\
ECIAI39\_1877 & 0.0337 & 0.0771 & 0.43666 \\
ECIAI39\_1880 & 0.0048 & 0.1711 & 0.02833 \\
ECIAI39\_1881 & 0.0366 & 0.2531 & 0.14445 \\
ECIAI39\_1882 & 0.0042 & 0.2097 & 0.02019 \\
ECIAI39\_1883 & 0.0087 & 0.1717 & 0.05074 \\
ECIAI39\_1884 & 0.00295 & 0.11005 & 0.02758 \\
ECIAI39\_1885 & 0.0041 & 0.1714 & 0.02363 \\
ECIAI39\_1886 & 0.0119 & 0.1265 & 0.09396 \\
ECIAI39\_1890 & 0.0077 & 0.1248 & 0.06171 \\
ECIAI39\_1891 & 0.0028 & 0.0928 & 0.03064 \\
ECIAI39\_1893 & 0.0082 & 0.1181 & 0.06971 \\
ECIAI39\_1896 & 0.006 & 0.2289 & 0.02636 \\
ECIAI39\_1897 & 0.0078 & 0.102 & 0.07655 \\
ECIAI39\_1898 & 0.0041 & 0.0612 & 0.0669 \\
ECIAI39\_1902 & 0.0297 & 0.0978 & 0.30421 \\
ECIAI39\_1904 & 0.0099 & 0.150966666666667 & 0.0644466666666667 \\
ECIAI39\_1906 & 0.0028 & 0.1233 & 0.02256 \\
ECIAI39\_1907 & 0.0232 & 0.3769 & 0.0616 \\
ECIAI39\_1909 & 0 & 0.0988 & 0 \\
ECIAI39\_1913 & 0.0114 & 0.197 & 0.04278 \\
ECIAI39\_1914 & 0.0061 & 0.186 & 0.03304 \\
ECIAI39\_1915 & 0.0041 & 0.1306 & 0.03145 \\
ECIAI39\_1918 & 0 & 0.2188 & 0 \\
ECIAI39\_1919 & 0.0021 & 0.0952 & 0.02218 \\
ECIAI39\_1920 & 0.0057 & 0 & NA \\
ECIAI39\_1921 & 0.0227 & 0.1672 & 0.13545 \\
ECIAI39\_1922 & 0.0116 & 0.2493 & 0.04636 \\
ECIAI39\_1923 & 0.0021 & 0.2759 & 0.00745 \\
ECIAI39\_1924 & 0.012 & 0.0987 & 0.12151 \\
ECIAI39\_1925 & 0.0034 & 0.2558 & 0.01347 \\
ECIAI39\_1926 & 0.0127333333333333 & 0.136366666666667 & 0.08148 \\
ECIAI39\_1928 & 0.018 & 0.8058 & 0.02237 \\
ECIAI39\_1930 & 0.0288 & 0.963 & 0.02991 \\
ECIAI39\_1931 & 0.0602 & 1.2844 & 0.04686 \\
ECIAI39\_1932 & 0.1582 & 1.1101 & 0.14249 \\
ECIAI39\_1933 & 0.0522 & 2.54 & 0.02055 \\
ECIAI39\_1934 & 0.08845 & 3.214 & 0.035835 \\
ECIAI39\_1935 & 0.0109 & 0.1397 & 0.07792 \\
ECIAI39\_1936 & 0.0064 & 0.3842 & 0.01672 \\
ECIAI39\_1937 & 0.00645 & 0.19625 & 0.03571 \\
ECIAI39\_1938 & 0 & 0.2108 & 0 \\
ECIAI39\_1939 & 0.0171 & 0.1533 & 0.11162 \\
ECIAI39\_1944 & 0.0189 & 0.1784 & 0.10581 \\
ECIAI39\_1946 & 0.014 & 0.1815 & 0.07708 \\
ECIAI39\_1951 & 0.01545 & 0.1832 & 0.082955 \\
ECIAI39\_1952 & 0.0257 & 0.0983 & 0.2418 \\
ECIAI39\_1953 & 0.0032 & 0.1241 & 0.02552 \\
ECIAI39\_1955 & 0.0127 & 0.22315 & 0.061435 \\
ECIAI39\_1956 & 0.0046 & 0.17615 & 0.025955 \\
ECIAI39\_1957 & 0 & 0.2039 & 0 \\
ECIAI39\_1958 & 0.0107 & 0.1725 & 0.06223 \\
ECIAI39\_1960 & 0.0063 & 0.0439 & 0.1441 \\
ECIAI39\_1961 & 0 & 0.04245 & 0 \\
ECIAI39\_1962 & 0.029 & 0.147 & 0.19737 \\
ECIAI39\_1964 & 0.0157 & 0.1706 & 0.09202 \\
ECIAI39\_1965 & 0.0105 & 0.12505 & 0.1052225 \\
ECIAI39\_1966 & 0.0151 & 0.2088 & 0.07234 \\
ECIAI39\_1968 & 0.0109 & 0.1915 & 0.05676 \\
ECIAI39\_1969 & 0.0397 & 0.1468 & 0.27024 \\
ECIAI39\_1971 & 0.0106 & 0.1741 & 0.0606 \\
ECIAI39\_1973 & 0.0099 & 0.1309 & 0.07561 \\
ECIAI39\_1974 & 0.0234 & 0.2042 & 0.11472 \\
ECIAI39\_1976 & 0.0108 & 0.1685 & 0.06405 \\
ECIAI39\_1977 & 0.0103 & 0.1936 & 0.05311 \\
ECIAI39\_1979 & 0.018 & 0.1418 & 0.12661 \\
ECIAI39\_1982 & 0.026 & 0.1714 & 0.15193 \\
ECIAI39\_1988 & 0.017 & 0.064 & 0.26555 \\
ECIAI39\_1991 & 0.081 & 0.2627 & 0.30816 \\
ECIAI39\_2003 & 0.0111 & 0.1658 & 0.06669 \\
ECIAI39\_2004 & 0.0029 & 0.2401 & 0.01204 \\
ECIAI39\_2006 & 0.0037 & 0.2255 & 0.01632 \\
ECIAI39\_2007 & 0.0135 & 0.2938 & 0.04585 \\
ECIAI39\_2008 & 0.0099 & 0.1223 & 0.08059 \\
ECIAI39\_2010 & 0.0129 & 0.2033 & 0.06323 \\
ECIAI39\_2011 & 0.0222 & 0.2478 & 0.08956 \\
ECIAI39\_2013 & 0.0433 & 0.1576 & 0.27486 \\
ECIAI39\_2015 & 0.019 & 0.10665 & 0.201775 \\
ECIAI39\_2032 & 0.00325 & 0.0956 & 0.02657 \\
ECIAI39\_2033 & 0.0102 & 0.1336 & 0.07643 \\
ECIAI39\_2034 & 0.0059 & 0.123 & 0.04835 \\
ECIAI39\_2036 & 0.0163 & 0.1683 & 0.09703 \\
ECIAI39\_2040 & 0.0011 & 0.1664 & 0.0064 \\
ECIAI39\_2041 & 0.0077 & 0.2336 & 0.03282 \\
ECIAI39\_2042 & 0.0036 & 0.1433 & 0.02484 \\
ECIAI39\_2044 & 0.0098 & 0.2298 & 0.04251 \\
ECIAI39\_2045 & 0.0285 & 0.3976 & 0.07174 \\
ECIAI39\_2046 & 0.01285 & 0.343675 & 0.0411225 \\
ECIAI39\_2047 & 0.0266 & 0.5967 & 0.04466 \\
ECIAI39\_2048 & 0.05215 & 0.75785 & 0.06957 \\
ECIAI39\_2049 & 0.1425 & 1.8419 & 0.07736 \\
ECIAI39\_2050 & 0.0126 & 0.6323 & 0.01986 \\
ECIAI39\_2051 & 0.0101 & 0.553 & 0.0182 \\
ECIAI39\_2066 & 0.0032 & 0.5947 & 0.00546 \\
ECIAI39\_2068 & 0.0375 & 0.5673 & 0.06618 \\
ECIAI39\_2069 & 0.01435 & 0.54645 & 0.026355 \\
ECIAI39\_2070 & 0.0257 & 0.4499 & 0.056725 \\
ECIAI39\_2073 & 0.0132 & 0.4 & 0.03291 \\
ECIAI39\_2075 & 0.0059 & 0.3594 & 0.01652 \\
ECIAI39\_2076 & 0.0114333333333333 & 0.265166666666667 & 0.0468633333333333 \\
ECIAI39\_2077 & 0.0294 & 0.1066 & 0.27572 \\
ECIAI39\_2078 & 0.1259 & 0.1112 & 1.13184 \\
ECIAI39\_2079 & 0.0215 & 0.4362 & 0.04922 \\
ECIAI39\_2080 & 0.0121 & 0.2304 & 0.065405 \\
ECIAI39\_2081 & 0.0261 & 0.3694 & 0.07053 \\
ECIAI39\_2084 & 0.0172 & 0.371 & 0.04647 \\
ECIAI39\_2085 & 0.003 & 0.15 & 0.01978 \\
ECIAI39\_2086 & 0.0066 & 0.3542 & 0.01873 \\
ECIAI39\_2087 & 0.0151 & 0.2917 & 0.05171 \\
ECIAI39\_2089 & 0.0102 & 0.2536 & 0.0404 \\
ECIAI39\_2091 & 0.0012 & 0.2215 & 0.00546 \\
ECIAI39\_2094 & 0.0063 & 0.2147 & 0.02955 \\
ECIAI39\_2096 & 0.0124 & 0.2095 & 0.05932 \\
ECIAI39\_2098 & 0 & 0.1083 & 0 \\
ECIAI39\_2099 & 0.01035 & 0.1649 & 0.071105 \\
ECIAI39\_2101 & 0.0286 & 0.3366 & 0.08485 \\
ECIAI39\_2104 & 0.0498 & 0.2495 & 0.19944 \\
ECIAI39\_2109 & 0.0467 & 0.3139 & 0.14879 \\
ECIAI39\_2111 & 0.0463 & 0.40465 & 0.11686 \\
ECIAI39\_2114 & 0.0189 & 0.3137 & 0.06027 \\
ECIAI39\_2115 & 0.0072 & 0.4071 & 0.01771 \\
ECIAI39\_2116 & 0.0046 & 0.4586 & 0.01013 \\
ECIAI39\_2117 & 0.00955 & 0.4476 & 0.020905 \\
ECIAI39\_2121 & 0.0224 & 0.5561 & 0.04024 \\
ECIAI39\_2123 & 0.0087 & 0.3032 & 0.02871 \\
ECIAI39\_2126 & 0.004 & 0.2423 & 0.01647 \\
ECIAI39\_2129 & 0.0182 & 0.2319 & 0.07863 \\
ECIAI39\_2130 & 0.0183 & 0.1713 & 0.10676 \\
ECIAI39\_2132 & 0.0237333333333333 & 0.177066666666667 & 0.148493333333333 \\
ECIAI39\_2133 & 0.0122 & 0.0806 & 0.15109 \\
ECIAI39\_2134 & 0.0216 & 0.1277 & 0.16917 \\
ECIAI39\_2135 & 0.004 & 0.1983 & 0.02029 \\
ECIAI39\_2137 & 0.0254 & 0.198 & 0.12836 \\
ECIAI39\_2138 & 0.0206 & 0.1368 & 0.1507 \\
ECIAI39\_2139 & 0.004 & 0.1177 & 0.03435 \\
ECIAI39\_2140 & 0.0287 & 0.27855 & 0.089905 \\
ECIAI39\_2141 & 0.0285857142857143 & 0.528585714285714 & 0.107344285714286 \\
ECIAI39\_2142 & 0.0485 & 0.9675 & 0.05012 \\
ECIAI39\_2143 & 0.0614 & 0.4979 & 0.12324 \\
ECIAI39\_2144 & 0.0801 & 1.0844 & 0.07389 \\
ECIAI39\_2145 & 0.0698 & 1.462 & 0.04775 \\
ECIAI39\_2146 & 0.0381 & 2.1091 & 0.01807 \\
ECIAI39\_2148 & 0 & 0.3423 & 0 \\
ECIAI39\_2149 & 0.0032 & 0.2972 & 0.01087 \\
ECIAI39\_2154 & 0.1062 & 1.0094 & 0.10523 \\
ECIAI39\_2155 & 0.0851 & 0.6374 & 0.13358 \\
ECIAI39\_2156 & 0.09555 & 0.343 & 0.27934 \\
ECIAI39\_2157 & 0.0776 & 0.355 & 0.212525 \\
ECIAI39\_2158 & 0.0124 & 0.3026 & 0.04733 \\
ECIAI39\_2159 & 0.0532 & 0.2311 & 0.23033 \\
ECIAI39\_2160 & 0.05055 & 0.3671 & 0.131345 \\
ECIAI39\_2161 & 0.0445 & 0.3275 & 0.146585 \\
ECIAI39\_2163 & 0.0033 & 0.1187 & 0.02741 \\
ECIAI39\_2164 & 0.0029 & 0.0932 & 0.03115 \\
ECIAI39\_2166 & 0.00275 & 0.1513 & 0.01892 \\
ECIAI39\_2168 & 0.00926666666666667 & 0.1747 & 0.05666 \\
ECIAI39\_2169 & 0.026 & 0.2586 & 0.10063 \\
ECIAI39\_2170 & 0.0278 & 0.2435 & 0.1143 \\
ECIAI39\_2171 & 0.0347 & 0.4256 & 0.08147 \\
ECIAI39\_2172 & 0.0247 & 0.2798 & 0.08823 \\
ECIAI39\_2173 & 0.0061 & 0.4015 & 0.01512 \\
ECIAI39\_2174 & 0.0871 & 0.43 & 0.20259 \\
ECIAI39\_2175 & 0.0037 & 0.2571 & 0.01424 \\
ECIAI39\_2177 & 0.0031 & 0.1387 & 0.02228 \\
ECIAI39\_2178 & 0.005 & 0.2357 & 0.02128 \\
ECIAI39\_2179 & 0.0096 & 0.1776 & 0.05418 \\
ECIAI39\_2182 & 0.0316 & 0.3157 & 0.102625 \\
ECIAI39\_2184 & 0.0182 & 0.3229 & 0.05649 \\
ECIAI39\_2186 & 0.00426666666666667 & 0.135666666666667 & 0.0366666666666667 \\
ECIAI39\_2187 & 0 & 0.0803 & 0 \\
ECIAI39\_2188 & 0.0063 & 0.0704 & 0.08898 \\
ECIAI39\_2190 & 0.03705 & 0.2315 & 0.16946 \\
ECIAI39\_2191 & 0.0078 & 0.2584 & 0.03014 \\
ECIAI39\_2192 & 0.0044 & 0.2298 & 0.01932 \\
ECIAI39\_2193 & 0.0028 & 0.2411 & 0.01175 \\
ECIAI39\_2196 & 0.00695 & 0.13005 & 0.05814 \\
ECIAI39\_2197 & 0.0204 & 0.2386 & 0.08558 \\
ECIAI39\_2198 & 0.00593333333333333 & 0.309966666666667 & 0.0140933333333333 \\
ECIAI39\_2199 & 0.0158 & 0.5667 & 0.02791 \\
ECIAI39\_2200 & 0.0029 & 0.0973 & 0.02973 \\
ECIAI39\_2202 & 0.0017 & 0.1169 & 0.01423 \\
ECIAI39\_2203 & 0.0014 & 0.0589 & 0.02353 \\
ECIAI39\_2205 & 0.0049 & 0.137 & 0.03548 \\
ECIAI39\_2206 & 0.131133333333333 & 1.95586666666667 & 0.0707133333333333 \\
ECIAI39\_2207 & 0.0346 & 0.36415 & 0.10663 \\
ECIAI39\_2208 & 0.01615 & 0.40745 & 0.03794 \\
ECIAI39\_2211 & 0.03885 & 0.91135 & 0.03764 \\
ECIAI39\_2212 & 0.05175 & 1.4317 & 0.036355 \\
ECIAI39\_2214 & 0.0078 & 0.1868 & 0.04188 \\
ECIAI39\_2215 & 0.0027 & 0.10225 & 0.02168 \\
ECIAI39\_2216 & 0.0074 & 0.142 & 0.05215 \\
ECIAI39\_2217 & 0 & 0.0971 & 0 \\
ECIAI39\_2218 & 0.0226 & 0.158 & 0.14323 \\
ECIAI39\_2219 & 0.0081 & 0.1392 & 0.05853 \\
ECIAI39\_2220 & 0.0026 & 0.0604 & 0.0427 \\
ECIAI39\_2222 & 0.0111 & 0.2156 & 0.05165 \\
ECIAI39\_2223 & 0.00866666666666667 & 0.163166666666667 & 0.0604566666666667 \\
ECIAI39\_2224 & 0.0042 & 0.1295 & 0.03276 \\
ECIAI39\_2225 & 0.0071 & 0.3123 & 0.0227 \\
ECIAI39\_2226 & 0 & 0.1886 & 0 \\
ECIAI39\_2227 & 0.0113 & 0.3224 & 0.03511 \\
ECIAI39\_2229 & 0.0202 & 0.0256 & 0.78922 \\
ECIAI39\_2230 & 0.0015 & 0.1682 & 0.00889 \\
ECIAI39\_2231 & 0.0069 & 0.0133 & 0.52079 \\
ECIAI39\_2232 & 0.0008 & 0.1154 & 0.00689 \\
ECIAI39\_2236 & 0.0104 & 0.24095 & 0.04342 \\
ECIAI39\_2237 & 0.0026 & 0.1694 & 0.01548 \\
ECIAI39\_2239 & 0 & 0.2666 & 0 \\
ECIAI39\_2240 & 0.00115 & 0.1242 & 0.00811 \\
ECIAI39\_2241 & 0.0072 & 0.0835 & 0.077575 \\
ECIAI39\_2242 & 0.0033 & 0.1018 & 0.0325 \\
ECIAI39\_2243 & 0.00845 & 0.13495 & 0.06231 \\
ECIAI39\_2244 & 0.0034 & 0.2329 & 0.01466 \\
ECIAI39\_2245 & 0.0075 & 0.0912 & 0.138315 \\
ECIAI39\_2247 & 0.0052 & 0.2565 & 0.02026 \\
ECIAI39\_2249 & 0.00965 & 0.2264 & 0.043555 \\
ECIAI39\_2250 & 0.0229 & 0.2301 & 0.09955 \\
ECIAI39\_2252 & 0.0177 & 0.3279 & 0.05405 \\
ECIAI39\_2253 & 0.03455 & 0.31895 & 0.107755 \\
ECIAI39\_2254 & 0.0254333333333333 & 0.293066666666667 & 0.145626666666667 \\
ECIAI39\_2255 & 0.0036 & 0.0731 & 0.04904 \\
ECIAI39\_2256 & 0 & 0.148 & 0 \\
ECIAI39\_2258 & 0.0044 & 0.1287 & 0.03423 \\
ECIAI39\_2263 & 0.01675 & 0.284 & 0.08103 \\
ECIAI39\_2264 & 0.0268 & 0.309566666666667 & 0.104206666666667 \\
ECIAI39\_2273 & 0.0325 & 0.3279 & 0.09912 \\
ECIAI39\_2274 & 0.0022 & 0.1942 & 0.01132 \\
ECIAI39\_2276 & 0.0628666666666667 & 0.403166666666667 & 0.16101 \\
ECIAI39\_2277 & 0.1862 & 2.0023 & 0.09299 \\
ECIAI39\_2278 & 0.18725 & 0.9076 & 0.237595 \\
ECIAI39\_2279 & 0.1907 & 1.3061 & 0.14602 \\
